,title,pub_date,url,come,abstract
11,"网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈",2017年10月19日,http://sports.eastday.com/a/171019125447348000000.html,东方网,"综合体育 东方体育 > 综合体育 > 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈...  百度快照"
12,脑洞太大!差不多一个意思哈哈哈哈,2017年10月19日,http://www.cqtimes.cn/news/article/id/2408198/nowCat/242.html,重庆时报网,"脑洞太大!差不多一个意思哈哈哈哈。 在体育赛场上,运动员流畅优美的动作让观众赏心悦目,如痴如醉。但是当时间定格在某个瞬间,也许你会看到不一样的画面…… ...  百度快照"
13,哈哈哈姜还是老的辣啊! ​​​​,2017年10月19日,http://www.cqtimes.cn/news/article/id/2408013/nowCat/242.html,重庆时报网,"哈哈哈实力宠妻和阅读理解满分。 小红和小明脑残对话。 给你们看看什么叫有中国特色的福利。 动物界的那些小婊砸,演技简直爆表啊! 被人类长期压在屁股下蹂躏的椅子...  百度快照"
14,"开学第一天,男生约女生打群架,哈哈哈,笑死我了",2017年10月19日,http://www.cqtimes.cn/news/article/id/2409088/nowCat/225.html,重庆时报网,"开学第一天,男生约女生打群架,哈哈哈,笑死我了来源:西瓜视频2017-10-19您的浏览器不支持video播放 此新闻来源于ixiguahttps://www.ixigua.com/group/...  百度快照"
15,"失恋姑娘点了个外卖,结果竟收到……哈哈哈真是可爱又暖心啊",2017年10月19日,http://news.qtv.com.cn/system/2017/10/19/014613201.shtml,青岛网络电视台,"失恋姑娘点了个外卖,结果竟收到……哈哈哈真是可爱又暖心啊2017-10-19 09:49 来源:山东商报 今天,小编刷微博的时候看到一个故事,瞬间被萌哭!!!↓↓↓ 有...  百度快照"
16,这个卖菜小哥火了!算账不仅快还…哈哈哈简直是被卖菜耽误的天才!,2017年10月18日,http://news.sina.com.cn/o/2017-10-18/doc-ifymyyxw3468074.shtml,新浪新闻,"Mr_車車車車車車:哈哈哈。最后一句才是真理阿。 夫妻同心,齐力断金 o精戏精o:尾数是7+5,8+3,8+5什么的,我总要想好久 三百六十行,行行出状元!给厉害...  查看更多相关新闻>>  -  百度快照"
17,"哈哈哈,这球迷确定不是克莱的复制品么?像到没朋友啊!",2017年10月18日,http://sports.eastday.com/a/171018115259405000000.html,东方网,"为什么会成为焦点,因为长的真的太像克莱了,哈哈哈哈哈哈哈哈哈哈哈哈哈哈 有人调侃他是克莱的叔叔 球迷们都去和他合照 俨然网红的样子火箭...  百度快照"
18,"哈哈哈哈哈哈哈!听说中国妈妈出门旅游,画风是这样的...",2017年10月18日,http://www.wj001.com/news/wjlt/2017-10-18/1668539.html,武进新闻网,"爸爸也有一颗少女心哈哈哈哈哈 你的妈妈也是这样的吗? 哈哈哈哈哈哈哈!听说中国妈妈出门旅游,画风是这样的...  责编: jiangcaiting相关...  百度快照"
19,"哈哈哈哈!新郎婚礼中途变身“奥特曼”,亲友笑喷!难道新娘是“小...",2017年10月17日,http://news.sina.com.cn/o/2017-10-17/doc-ifymviyp2053232.shtml,新浪新闻,"哈哈哈哈!新郎婚礼中途变身“奥特曼”,亲友笑喷!难道新娘是“小怪兽”……分享  2017年10月17日18:05 沈阳晚报 你都见过什么新奇的婚礼现场? 婚礼一般是这样的...  百度快照"
20,[囧图]人情味的公司?哈哈哈不存在的,2017年10月22日,http://news.ifeng.com/a/20171017/52677530_0.shtml,凤凰网,"原标题:哈哈[ 健身之后 自从健身之后,我的饮食习惯就变了。以前吃美食想都不想就吃,现在要先  查看更多相关新闻>>  -  百度快照"
21,"哈哈哈哈哈,真·晒焦!",2017年10月22日,http://www.cqtimes.cn/news/article/id/2404261/nowCat/242.html,网易,"罗贝托回到中场后发挥了突击力强的优势,保利尼奥则扮演了伪中锋的角色。在第85分钟时,梅西和保利尼奥进行了一次“巴萨式”的撞墙式配合。梅西在禁区左侧送出横敲后...  查看更多相关新闻>>  -  百度快照"
22,哈哈哈哈哈哈哈尴尬了我的鬼!,2017年10月21日,http://www.cqtimes.cn/news/article/id/2402073/nowCat/242.html,网易,"NBA常规赛继续进行,在昨天大比分输给快船之后,湖人这场客场面对太阳,控球后卫鲍尔打出正名一战,他全场27投12中,轰下29分11篮板9助攻的准三双,也帮助湖人艰难赢...  查看更多相关新闻>>  -  百度快照"
23,哈哈哈这位先生你很懂嘛……,2017年10月21日,http://www.cqtimes.cn/news/article/id/2402044/nowCat/242.html,爱豆网,"鹿晗先生是我有生之年见过将“哈哈”一词运用得最得心应手的人,他不拘泥于形式,哈哈的应用位置多变,时而在句首,时而在句尾,短短的两个字却蕴含了无尽的深意...  查看更多相关新闻>>  -  百度快照"
24,哈哈哈!美术学院运动会比4×100速写接力?网友的脑洞又被打开了,2017年10月21日,http://www.cqtimes.cn/news/article/id/2403870/nowCat/51.html,凤凰网,"哈哈哈,这是有多饿啊! 21 抹茶蛋糕会怀孕吗? 22 同学,你这样会吓坏老师的 23 这个姓氏很强势啊 24 天啊,你们上班准备都是这样的吗? 25 手速一快,差点就...  百度快照"
25,“哈哈”和“哈哈哈哈哈”大不同!你必须懂的微信礼仪!,2017年10月20日,http://news.sina.com.cn/o/2017-10-11/doc-ifymrqmq4380806.shtml,重庆时报网,"对不起没忍住哈哈哈哈哈哈。 假如你的生命只剩八年,你可以做高考三年模拟,假如你的生命只剩下五年,你可以做三年高考两年模拟,假如你的生命只剩下一个星期,你可以...  百度快照"
26,哈哈哈!美媒恶搞PS脑补费德勒和汤神乒乓球约战,2017年10月20日,http://sports.eastday.com/a/171016162008980114891.html,搜狐教育,"哈哈哈! 好啦,今天说到这里,喜欢看,给我留言,改明咱继续,把后面那两个也给顺便讲了。 关注“老丁教乐高”微信订阅号,并点击“学”菜单,即可获得课程目录。...  百度快照"
27,"哈哈,没谁了啊",2017年10月20日,http://www.cqtimes.cn/news/article/id/2400999/nowCat/242.html,重庆时报网,"哈哈谁来救救我的笑点。来源:趣头条2017-10-20路灯长在脑袋上。 哈哈哈哈哈哈哈哈哈哈哈哈哈哈谁来救救我的笑点。 全是套路,感觉智商不够用了,你可得长点心啊...  百度快照"
28,"哈哈哈,评委的表情实在是大亮!",2017年10月20日,http://www.cqtimes.cn/news/article/id/2398744/nowCat/242.html,重庆时报网,"一秒入睡!厉害了。 哎呀,少女象摔倒了,要亲亲抱抱举高高才起来。 ​​​​ 毫无违和感,超自然时尚发饰~你值得拥有! 此新闻来源于趣头条http://g1q.gn...  百度快照"
29,"哈哈哈哈,好欢乐的家庭群,可为啥一家都成了“戏精”",2017年10月19日,http://news.sina.com.cn/o/2017-10-10/doc-ifymuukv1522268.shtml,新浪汽车,"由于鸟粪含有尿酸,尿酸微溶于水,其与水及其他废物一起排出的时候,会形成白色的晶体,这就是为什么鸟粪是白色的原因了。 可别以为白色是无害的象征。要知道,尿酸对...  百度快照"
30,用绳命再拍照的少年!!吓尿了~[哈哈] 转,2017年10月19日,http://www.cqtimes.cn/news/article/id/2400530/nowCat/242.html,新浪新闻,"这两天,两条“陪孩子写作业,大人急到送医院”的朋友圈火了。 这两份特殊“病历”,来自一篇题为《老娘我做错了什么,要陪孩子做作业……》的文章下的评论,不少...  百度快照"
31,"家有大猫,冬天可以取暖,还可以陪你!!![哈哈]「转」",2017年10月19日,http://www.cqtimes.cn/news/article/id/2398025/nowCat/242.html,东方网,"综合体育 东方体育 > 综合体育 > 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈...  百度快照"
32,"哈哈哈,妈妈问我为什么跪在地上笑……",2017年10月19日,http://www.cqtimes.cn/news/article/id/2400779/nowCat/242.html,重庆时报网,"脑洞太大!差不多一个意思哈哈哈哈。 在体育赛场上,运动员流畅优美的动作让观众赏心悦目,如痴如醉。但是当时间定格在某个瞬间,也许你会看到不一样的画面…… ...  百度快照"
33,"【爆笑】沟通不到位,一切都白费!哈哈哈,笑死我了!",2017年10月19日,http://www.hscbw.com/a/2017/1016/67212.html,重庆时报网,"哈哈哈实力宠妻和阅读理解满分。 小红和小明脑残对话。 给你们看看什么叫有中国特色的福利。 动物界的那些小婊砸,演技简直爆表啊! 被人类长期压在屁股下蹂躏的椅子...  百度快照"
34,"哈哈哈笑疯了!,竟然听出了一种未来感",2017年10月19日,http://video.sina.com.cn/p/news/o/doc/2017-10-12/134167255235.html,重庆时报网,"开学第一天,男生约女生打群架,哈哈哈,笑死我了来源:西瓜视频2017-10-19您的浏览器不支持video播放 此新闻来源于ixiguahttps://www.ixigua.com/group/...  百度快照"
35,哈哈哈哈哈哈哈哈哈哈哈上厕所的奇葩逗事,2017年10月19日,http://www.cqtimes.cn/news/article/id/2394155/nowCat/242.html,青岛网络电视台,"失恋姑娘点了个外卖,结果竟收到……哈哈哈真是可爱又暖心啊2017-10-19 09:49 来源:山东商报 今天,小编刷微博的时候看到一个故事,瞬间被萌哭!!!↓↓↓ 有...  百度快照"
36,哈哈哈哈哈哈哈哈哈哈为什么一定要伤害自己。,2017年10月18日,http://www.cqtimes.cn/news/article/id/2391948/nowCat/242.html,新浪新闻,"Mr_車車車車車車:哈哈哈。最后一句才是真理阿。 夫妻同心,齐力断金 o精戏精o:尾数是7+5,8+3,8+5什么的,我总要想好久 三百六十行,行行出状元!给厉害...  查看更多相关新闻>>  -  百度快照"
37,热点|千万别屏蔽这些人的朋友圈!哈哈哈哈哈哈哈哈哈哈哈哈哈哈,2017年10月18日,http://www.cqtimes.cn/news/article/id/2391946/nowCat/242.html,东方网,"为什么会成为焦点,因为长的真的太像克莱了,哈哈哈哈哈哈哈哈哈哈哈哈哈哈 有人调侃他是克莱的叔叔 球迷们都去和他合照 俨然网红的样子火箭...  百度快照"
38,"哈哈哈哈笑死,你们也是操碎了心。",2017年10月18日,http://www.cqtimes.cn/news/article/id/2390722/nowCat/242.html,武进新闻网,"爸爸也有一颗少女心哈哈哈哈哈 你的妈妈也是这样的吗? 哈哈哈哈哈哈哈!听说中国妈妈出门旅游,画风是这样的...  责编: jiangcaiting相关...  百度快照"
39,"美术生笔下的英雄联盟PK王者荣耀,哈哈",2017年10月17日,http://sports.eastday.com/a/171014155415444453206.html,新浪新闻,"哈哈哈哈!新郎婚礼中途变身“奥特曼”,亲友笑喷!难道新娘是“小怪兽”……分享  2017年10月17日18:05 沈阳晚报 你都见过什么新奇的婚礼现场? 婚礼一般是这样的...  百度快照"
40,"笑抽的插画作品,哈哈哈哈哈脑洞炸了!",2017年10月17日,http://news.ifeng.com/a/20171010/52557486_0.shtml,凤凰网,[囧图]人情味的公司?哈哈哈不存在的2017年10月17日 18:46:14来源:FUN来了 作者:饭团  用微信扫描二维码分享至好友和朋友圈 爸爸的梦想是拍一张自己的彩照这...  百度快照
41,"这俩小辫太魔性了,哈哈哈!",2017年10月17日,http://www.cqtimes.cn/news/article/id/2398035/nowCat/242.html,重庆时报网,"哈哈哈哈哈哈哈哈哈哈哈哈哈哈是这个画面当你吃坏了肚子蹲坑的时候...生动形象!你家狗狗拉屎还打坐?这绝对不是什么很污的东西,真的只是一根高尔夫球棒...大海...  百度快照"
42,"哈哈哈,生日蛋糕没有蜡烛,结果……",2017年10月17日,http://www.cqtimes.cn/news/article/id/2393066/nowCat/242.html,重庆时报网,"哈哈哈哈哈哈哈尴尬了我的鬼! 正能量满满的小故事,发家致富好方法。 男孩子心中一定要有个武侠梦,比如长头发! 分享一个在当地比较勇敢的粉丝。 别人掀刘海 vs...  查看更多相关新闻>>  -  百度快照"
43,和宠物换个位置。哈哈哈~,2017年10月17日,http://www.cqtimes.cn/news/article/id/2387126/nowCat/242.html,重庆时报网,"哈哈哈笑出猪叫声! 作死是一种怎样的体验? 原来猫咪还可以这样玩!哈哈哈毫无违和感! ​ 套路玩的好才叫NB…… 世上无难事,只怕有心人哈哈哈…… ​​...  百度快照"
44,两司机酒驾被查 一个掉头跑一个哈哈笑,2017年10月17日,http://www.dzwww.com/xinwen/shehuixinwen/201710/t20171013_16530727.htm,重庆时报网,"哈哈哈!美术学院运动会比4×100速写接力?网友的脑洞又被打开了来源:辽沈晚报微信公众号2017-10-17这两天,鲁迅美术学院火了!原因么,是学校的运动会。 艺术家们的...  百度快照"
45,一分钱一分货啊骚年哈哈哈 你这是在拿自己生命开玩笑~,2017年10月11日,http://www.cqtimes.cn/news/article/id/2394495/nowCat/242.html,新浪新闻,“呵呵”、“哈哈”的意思是“滚!”“呵呵呵”意思是好无聊要证明你真的在笑必须发“哈哈哈哈哈哈哈”02“我去吃饭了”、“我去洗澡了”一般是用来结束尴尬...  查看更多相关新闻>>  -  百度快照
46,"哈哈哈……狗狗为了捡屎官少弯点腰,真是操碎了心。",2017年10月16日,http://www.cqtimes.cn/news/article/id/2394160/nowCat/242.html,东方网,"球巨星费德勒有抽空来到了季前赛现场,并探访了勇士更衣室。 勇士主帅科尔透露克莱-汤普森当时问费德勒乒乓球打得怎么样,像是发起挑战好像要打一场一样,费德勒说很...  百度快照"
47,"骚年你如果不作死我们还能是好基友,哈哈哈哈哈哈看一次笑一次!!",2017年10月16日,http://www.cqtimes.cn/news/article/id/2390301/nowCat/242.html,重庆时报网,"哈哈,没谁了啊 呆呆的看着#萌宠# 大哥 你的笑容给你打100分 我狠起来连自己都打 能不能不逗我了? 此新闻来源于1点资讯APP搞笑http://i1.go2yd.com/...  查看更多相关新闻>>  -  百度快照"
48,"北京两套房女婿被嫌穷,上海丈母娘戏多得笑死我哈哈哈!",2017年10月16日,http://www.cqtimes.cn/news/article/id/2394610/nowCat/252.html,重庆时报网,"这哥们实在太有喜感啦哈哈,你如此之屌请收下我的膝盖! 女汉子们都是从小养成滴。 哈哈哈骚年你TT玩这么好你女友她造吗??? 可愿皈依我佛? 用这招整人也太狠...  百度快照"
49,"网友晒自己尴尬到绝望的聊天截图,哈哈感受下!",2017年10月10日,http://www.wj001.com/news/jrwj/2017-10-10/1667145.html,新浪新闻,"看了上述“戏精”一家的欢乐家庭群,网友纷纷表示不服:谁家没有个哈哈哈哈的家庭群是咋地? 各地家庭群火速赶来参赛—— 微信编辑器 构思编辑器 中老年长辈聚集...  百度快照"
50,"当你偷看暗恋的人,被发现了的时候!哈哈哈哈这表情简直到位!",2017年10月16日,http://www.cqtimes.cn/news/article/id/2380854/nowCat/242.html,重庆时报网,"用绳命再拍照的少年!!吓尿了~[哈哈] 转来源:趣头条2017-10-16南美洲+非洲= 用绳命再拍照的少年!!吓尿了~[哈哈] 转 根本没办法做到一视同仁好吗?! 主人,...  百度快照"
51,"哈哈哈,是你。",2017年10月15日,http://www.cqtimes.cn/news/article/id/2383318/nowCat/242.html,重庆时报网,"家有大猫,冬天可以取暖,还可以陪你!!![哈哈]「转」英国最近多处洪水又大风,摄影师Sophie Dale在泽西岛岸边拍到一只被风吹站起的狗,一脸惶恐【英国时报...  百度快照"
52,这个视频简直有毒 好想打他哈哈哈,2017年10月16日,http://n.cztv.com/news/12695504.html,重庆时报网,"哈哈哈想想有点萌! 哈哈哈哈哈不懂粤语的我差点想歪了…… 日本小哥表示28岁了都没交过女友,只能将自己当成自己女朋友了…… 此新闻来源于趣头条http://g1q....  百度快照"
53,"没有河南的,哈哈 ...",2017年10月16日,http://henan.163.com/17/1009/13/D0ACKVNE04398DR2.html,华声晨报网,"哈哈,可见沟通不到位,一切都白费! 亲切的称呼 跟随旅游团出去旅游,在导游的带动下,车上朋友们聊的轻松愉快!席间,导游自我介绍,大家叫我小王就行! 团里有个日本...  百度快照"
54,原谅我发出了拖拉机般的笑声 啊哈哈哈,2017年10月12日,http://n.cztv.com/news/12695503.html,新浪,"哈哈哈笑疯了!,竟然听出了一种未来感 按住此条可拖动相关视频 猜你喜欢 新闻- 热门视频 正在加载...请稍等~ 收藏 分享到: ...  百度快照"
55,哈哈哈哈哈,2017年10月14日,http://www.cqtimes.cn/news/article/id/2367938/nowCat/242.html,重庆时报网,哈哈哈哈哈哈哈哈哈哈哈上厕所的奇葩逗事来源:趣头条2017-10-14一些更烂的段子 哈哈哈哈哈哈哈哈哈哈哈上厕所的奇葩逗事 你职业生涯中最难忘的误操作。层层领导...  百度快照
56,"重磅炸弹!曝梅西将再次退出阿根廷队,这次真伤心了,C罗哈哈笑",2017年10月13日,http://sports.eastday.com/a/171009151515646151429.html,重庆时报网,"分享一位可爱加萌的爸爸哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈哈。 我仿佛听到了美妙的音乐~~~ 我的 亲爹P图,满满都是爱。 蛇是这样爬...  百度快照"
57,"没有卫生纸了怎么办,教你一招!哈哈哈。小清新勿入哦!",2017年10月13日,http://www.cqtimes.cn/news/article/id/2383194/nowCat/242.html,重庆时报网,热点|千万别屏蔽这些人的朋友圈!哈哈哈哈哈哈哈哈哈哈哈哈哈哈来源:米娜2017-10-13漫画来源:少女兔(ID:mh4565) 太忙没空看?那都不是大事儿!  此新闻来源于...  百度快照
58,"哈哈哈哈虽然很作死,但是看着好爽!",2017年10月13日,http://www.cqtimes.cn/news/article/id/2366673/nowCat/242.html,重庆时报网,"哈哈哈哈笑死,你们也是操碎了心。来源:趣头条2017-10-13哈哈哈哈笑死,你们也是操碎了心。 脑子被门夹了,可能就是这扇门干的。 对自己好一点,也对身边的人好...  百度快照"
59,"哈哈哈,都是套路!",2017年10月14日,http://www.cqtimes.cn/news/article/id/2366610/nowCat/242.html,东方网,"美术风格所吸引。 画的冲动也就油然而生, 画的好、玩的不好不要哭。 但画的差的, 有木有想过你的绘画生涯…… 比如下面这位。 ▽ ▲ 很完美的将兔女郎...  百度快照"
60,一位外国妹子的学习总结。哈哈哈哈...汉语博大精深...,2017年10月22日,http://www.cqtimes.cn/news/article/id/2366505/nowCat/242.html,凤凰网,"原标题:哈哈[ 健身之后 自从健身之后,我的饮食习惯就变了。以前吃美食想都不想就吃,现在要先  查看更多相关新闻>>  -  百度快照"
61,"有个网友在日推上询问怎么用手动充值卡,哈哈哈哈哈哈哈,笑死我了...",2017年10月22日,http://www.cqtimes.cn/news/article/id/2378223/nowCat/242.html,网易,"罗贝托回到中场后发挥了突击力强的优势,保利尼奥则扮演了伪中锋的角色。在第85分钟时,梅西和保利尼奥进行了一次“巴萨式”的撞墙式配合。梅西在禁区左侧送出横敲后...  查看更多相关新闻>>  -  百度快照"
62,哈哈教育林成根张非池深度剖析学习奥数的五大好处,2017年10月21日,http://learning.sohu.com/20171008/n516426881.shtml,网易,"NBA常规赛继续进行,在昨天大比分输给快船之后,湖人这场客场面对太阳,控球后卫鲍尔打出正名一战,他全场27投12中,轰下29分11篮板9助攻的准三双,也帮助湖人艰难赢...  查看更多相关新闻>>  -  百度快照"
63,又惹事?恒大悍将疑挑衅球迷:你们评论不了哈哈,2017年10月21日,http://sports.le.com/news/1507269797082.html,爱豆网,"鹿晗先生是我有生之年见过将“哈哈”一词运用得最得心应手的人,他不拘泥于形式,哈哈的应用位置多变,时而在句首,时而在句尾,短短的两个字却蕴含了无尽的深意...  查看更多相关新闻>>  -  百度快照"
64,"黑帮老大和青春期的叛逆儿子,哈哈神经病",2017年10月21日,http://www.jiemian.com/video/AGcCMghnB24BPVVn.html,凤凰网,"哈哈哈,这是有多饿啊! 21 抹茶蛋糕会怀孕吗? 22 同学,你这样会吓坏老师的 23 这个姓氏很强势啊 24 天啊,你们上班准备都是这样的吗? 25 手速一快,差点就...  百度快照"
65,"在微信里搜索“哈哈哈”,记录最多的那个人竟是你的…赶快试试!",2017年10月20日,http://news.sina.com.cn/o/2017-09-27/doc-ifymeswe0336837.shtml,重庆时报网,"对不起没忍住哈哈哈哈哈哈。 假如你的生命只剩八年,你可以做高考三年模拟,假如你的生命只剩下五年,你可以做三年高考两年模拟,假如你的生命只剩下一个星期,你可以...  百度快照"
66,"...更新ins结果tag错了米粒,禹智皓你是不是喝了假酒?!哈哈哈哈哈哈",2017年10月20日,http://idol001.com/news/blockb/detail/59d1cdc07a11736b518b46c2/,搜狐教育,"哈哈哈! 好啦,今天说到这里,喜欢看,给我留言,改明咱继续,把后面那两个也给顺便讲了。 关注“老丁教乐高”微信订阅号,并点击“学”菜单,即可获得课程目录。...  百度快照"
67,"哈哈~100年前,人们竟然这样爬泰山……",2017年10月20日,http://news.eastday.com/eastday/13news/auto/news/china/20171003/u7ai7133770.html,重庆时报网,"哈哈谁来救救我的笑点。来源:趣头条2017-10-20路灯长在脑袋上。 哈哈哈哈哈哈哈哈哈哈哈哈哈哈谁来救救我的笑点。 全是套路,感觉智商不够用了,你可得长点心啊...  百度快照"
68,快乐家族模仿陈意涵哈哈哈隔空喊话:快来一起穿梭,2017年10月20日,http://ent.sina.com.cn/tv/zy/2017-09-28/doc-ifymkwwk6724080.shtml,重庆时报网,"一秒入睡!厉害了。 哎呀,少女象摔倒了,要亲亲抱抱举高高才起来。 ​​​​ 毫无违和感,超自然时尚发饰~你值得拥有! 此新闻来源于趣头条http://g1q.gn...  百度快照"
69,比彭于晏小时候还要彭于晏。。。[哈哈],2017年10月19日,http://www.cqtimes.cn/news/article/id/2349210/nowCat/242.html,新浪汽车,"由于鸟粪含有尿酸,尿酸微溶于水,其与水及其他废物一起排出的时候,会形成白色的晶体,这就是为什么鸟粪是白色的原因了。 可别以为白色是无害的象征。要知道,尿酸对...  百度快照"
70,“哈哈”竟代表“滚”? 网友:我天天都在骂人,2017年10月19日,http://digi.163.com/17/0927/15/CVBMP0HV001680N8.html,新浪新闻,"这两天,两条“陪孩子写作业,大人急到送医院”的朋友圈火了。 这两份特殊“病历”,来自一篇题为《老娘我做错了什么,要陪孩子做作业……》的文章下的评论,不少...  百度快照"
71,哈哈哈哈!妈妈烧的这锅黑乎乎的螃蟹刷屏了!网友:还没吃到大闸蟹的...,2017年10月19日,http://jinan.dzwww.com/qcxw/201710/t20171003_16212391.htm,东方网,"综合体育 东方体育 > 综合体育 > 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈 网传西马五件套,看完我不厚道地笑了!哈哈哈哈哈哈哈哈哈哈哈...  百度快照"
72,"【提醒】告诉你朋友,国庆千万不要来重庆旅游!哈哈哈哈哈哈哈",2017年10月19日,http://www.cqtimes.cn/news/article/id/2344341/nowCat/218.html,重庆时报网,"脑洞太大!差不多一个意思哈哈哈哈。 在体育赛场上,运动员流畅优美的动作让观众赏心悦目,如痴如醉。但是当时间定格在某个瞬间,也许你会看到不一样的画面…… ...  百度快照"
73,这就是国庆中秋长假的你!欢迎对号入座哈哈哈哈哈哈,2017年10月19日,http://www.henanjinrong.com/zx/hnyw/2017/1001/80966.html,重庆时报网,"哈哈哈实力宠妻和阅读理解满分。 小红和小明脑残对话。 给你们看看什么叫有中国特色的福利。 动物界的那些小婊砸,演技简直爆表啊! 被人类长期压在屁股下蹂躏的椅子...  百度快照"
74,哈哈哈哈哈晒一张让你尴尬到绝望的聊天记录,2017年10月19日,http://www.cqtimes.cn/news/article/id/2345833/nowCat/242.html,重庆时报网,"开学第一天,男生约女生打群架,哈哈哈,笑死我了来源:西瓜视频2017-10-19您的浏览器不支持video播放 此新闻来源于ixiguahttps://www.ixigua.com/group/...  百度快照"
75,你遇到的最搞笑的试卷答案是什么?哈哈哈哈哈笑出腹肌了!,2017年10月19日,http://www.cqtimes.cn/news/article/id/2341831/nowCat/242.html,青岛网络电视台,"失恋姑娘点了个外卖,结果竟收到……哈哈哈真是可爱又暖心啊2017-10-19 09:49 来源:山东商报 今天,小编刷微博的时候看到一个故事,瞬间被萌哭!!!↓↓↓ 有...  百度快照"
